-BEGIN HEADER-
NASA/POWER Source Native Resolution Hourly Data 
Dates (month/day/year): 01/01/2020 through 06/01/2025 in LST
Location: Latitude  39.6067   Longitude -105.8778 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 2931.16 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (W m-2) 
T2M                   MERRA-2 Temperature at 2 Meters (C) 
RH2M                  MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR           MERRA-2 Precipitation Corrected (mm/day) 
-END HEADER-
YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,T2M,RH2M,PRECTOTCORR
2020,1,1,0,0.0,-11.43,77.8,1.15
2020,1,1,1,0.0,-11.1,80.29,1.46
2020,1,1,2,0.0,-10.93,81.41,1.22
2020,1,1,3,0.0,-10.96,82.04,1.35
2020,1,1,4,0.0,-10.33,82.37,5.56
2020,1,1,5,0.0,-9.13,83.69,1.09
2020,1,1,6,0.0,-8.2,84.51,1.43
2020,1,1,7,11.48,-7.54,83.94,0.99
2020,1,1,8,111.43,-6.93,82.88,1.04
2020,1,1,9,257.52,-5.2,80.8,0.85
2020,1,1,10,345.55,-3.49,78.68,0.95
2020,1,1,11,195.77,-2.75,76.13,1.28
2020,1,1,12,361.8,-2.43,74.22,2.54
2020,1,1,13,392.27,-2.49,74.09,5.38
2020,1,1,14,295.25,-3.35,76.02,6.26
2020,1,1,15,146.62,-4.59,79.63,3.59
2020,1,1,16,25.35,-5.83,81.36,0.76
2020,1,1,17,0.0,-6.79,82.22,0.5
2020,1,1,18,0.0,-7.62,83.09,1.35
2020,1,1,19,0.0,-8.44,84.33,3.07
2020,1,1,20,0.0,-8.75,83.98,3.36
2020,1,1,21,0.0,-9.11,83.13,2.13
2020,1,1,22,0.0,-9.74,82.84,1.6
2020,1,1,23,0.0,-10.3,83.06,1.32
2020,1,2,0,0.0,-10.69,83.66,1.42
2020,1,2,1,0.0,-10.89,84.23,1.57
2020,1,2,2,0.0,-11.15,85.27,2.58
2020,1,2,3,0.0,-11.61,87.39,3.13
2020,1,2,4,0.0,-12.21,89.64,3.37
2020,1,2,5,0.0,-12.71,90.55,0.58
2020,1,2,6,0.0,-13.18,90.53,0.73
2020,1,2,7,11.7,-13.13,87.31,0.59
2020,1,2,8,132.2,-11.54,82.66,0.37
2020,1,2,9,293.55,-9.39,79.01,0.27
2020,1,2,10,419.42,-7.31,74.45,0.3
2020,1,2,11,481.65,-6.21,71.73,0.46
2020,1,2,12,502.42,-5.7,69.83,0.93
2020,1,2,13,428.92,-5.65,69.52,0.86
2020,1,2,14,287.73,-5.97,70.87,0.54
2020,1,2,15,145.07,-6.75,75.19,0.58
2020,1,2,16,26.02,-8.82,84.28,0.43
2020,1,2,17,0.0,-10.14,86.43,0.31
2020,1,2,18,0.0,-10.88,86.76,0.47
2020,1,2,19,0.0,-11.56,87.79,0.41
2020,1,2,20,0.0,-12.04,87.53,0.35
2020,1,2,21,0.0,-12.54,88.37,0.27
2020,1,2,22,0.0,-12.91,89.2,0.21
2020,1,2,23,0.0,-13.23,89.54,0.16
2020,1,3,0,0.0,-13.63,90.48,0.12
2020,1,3,1,0.0,-14.13,90.96,0.13
2020,1,3,2,0.0,-14.53,89.8,0.11
2020,1,3,3,0.0,-14.65,89.47,0.12
2020,1,3,4,0.0,-14.71,88.66,0.12
2020,1,3,5,0.0,-14.69,87.88,0.07
2020,1,3,6,0.0,-14.58,87.05,0.19
2020,1,3,7,12.55,-14.22,85.55,0.35
2020,1,3,8,128.95,-12.42,81.41,0.39
2020,1,3,9,286.98,-10.1,78.6,0.2
2020,1,3,10,398.2,-7.92,75.5,0.2
2020,1,3,11,475.92,-6.5,74.46,0.72
2020,1,3,12,473.88,-5.76,74.07,1.45
2020,1,3,13,421.4,-5.37,74.29,1.63
2020,1,3,14,314.92,-5.41,75.75,1.26
2020,1,3,15,163.07,-5.99,78.73,1.24
2020,1,3,16,28.67,-7.17,82.47,0.61
2020,1,3,17,0.0,-8.12,84.47,0.29
2020,1,3,18,0.0,-8.48,84.92,0.12
2020,1,3,19,0.0,-8.59,85.41,0.08
2020,1,3,20,0.0,-8.65,85.91,0.06
2020,1,3,21,0.0,-8.84,86.22,0.04
2020,1,3,22,0.0,-9.23,86.37,0.02
2020,1,3,23,0.0,-9.32,84.99,0.01
2020,1,4,0,0.0,-9.33,84.26,0.02
2020,1,4,1,0.0,-9.3,83.67,0.02
2020,1,4,2,0.0,-9.2,83.36,0.02
2020,1,4,3,0.0,-8.68,82.75,0.0
2020,1,4,4,0.0,-8.0,82.79,0.0
2020,1,4,5,0.0,-7.49,83.11,0.0
2020,1,4,6,0.0,-7.18,83.33,0.0
2020,1,4,7,10.52,-6.75,82.95,0.0
2020,1,4,8,116.4,-4.9,79.01,0.0
2020,1,4,9,280.95,-2.79,76.77,0.0
2020,1,4,10,400.88,-0.8,75.42,0.0
2020,1,4,11,458.08,1.09,73.62,0.0
2020,1,4,12,448.12,2.59,70.98,0.0
2020,1,4,13,441.05,2.99,71.03,0.0
2020,1,4,14,332.3,1.76,75.54,0.0
2020,1,4,15,180.2,-0.35,80.97,0.0
2020,1,4,16,32.1,-3.02,85.32,0.0
2020,1,4,17,0.0,-4.71,86.29,0.0
2020,1,4,18,0.0,-5.28,84.54,0.0
2020,1,4,19,0.0,-5.51,82.72,0.0
2020,1,4,20,0.0,-5.93,82.73,0.0
2020,1,4,21,0.0,-6.31,82.96,0.0
2020,1,4,22,0.0,-6.57,82.58,0.04
2020,1,4,23,0.0,-6.79,82.83,0.05
2020,1,5,0,0.0,-7.05,83.36,0.6
2020,1,5,1,0.0,-7.42,84.34,2.65
2020,1,5,2,0.0,-8.06,85.47,3.35
2020,1,5,3,0.0,-8.88,86.61,3.47
2020,1,5,4,0.0,-9.66,86.77,0.48
2020,1,5,5,0.0,-10.64,86.25,0.0
2020,1,5,6,0.0,-11.82,88.07,0.0
2020,1,5,7,13.65,-12.5,88.65,0.0
2020,1,5,8,138.02,-11.06,84.19,0.0
2020,1,5,9,300.33,-8.41,80.41,0.0
2020,1,5,10,422.23,-5.23,69.17,0.0
2020,1,5,11,482.75,-2.69,64.59,0.0
2020,1,5,12,482.2,-0.97,63.35,0.0
2020,1,5,13,428.23,-0.21,62.82,0.0
2020,1,5,14,320.08,-0.81,64.77,0.0
2020,1,5,15,167.18,-2.73,76.01,0.0
2020,1,5,16,28.38,-5.53,82.44,0.0
2020,1,5,17,0.0,-7.19,86.22,0.03
2020,1,5,18,0.0,-7.73,87.87,0.25
2020,1,5,19,0.0,-8.05,88.52,1.19
2020,1,5,20,0.0,-8.43,88.45,1.03
2020,1,5,21,0.0,-8.47,85.69,1.58
2020,1,5,22,0.0,-8.27,83.49,1.72
2020,1,5,23,0.0,-8.75,82.4,1.23
2020,1,6,0,0.0,-9.83,80.69,0.84
2020,1,6,1,0.0,-10.82,81.52,1.21
2020,1,6,2,0.0,-11.76,82.01,0.86
2020,1,6,3,0.0,-12.69,81.89,0.5
2020,1,6,4,0.0,-13.5,81.5,0.35
2020,1,6,5,0.0,-13.95,81.78,0.6
2020,1,6,6,0.0,-14.02,83.59,0.82
2020,1,6,7,13.12,-13.54,84.89,1.34
2020,1,6,8,141.6,-11.79,78.71,1.13
2020,1,6,9,312.95,-10.9,71.81,1.17
2020,1,6,10,435.52,-10.72,68.85,0.84
2020,1,6,11,494.27,-10.19,67.93,0.42
2020,1,6,12,490.08,-9.66,66.94,0.14
2020,1,6,13,427.0,-9.23,67.34,0.09
2020,1,6,14,327.73,-9.09,68.58,0.1
2020,1,6,15,171.35,-9.39,71.28,0.04
2020,1,6,16,30.95,-10.49,76.28,0.02
2020,1,6,17,0.0,-11.51,78.99,0.01
2020,1,6,18,0.0,-11.77,79.29,0.01
2020,1,6,19,0.0,-11.59,78.5,0.0
2020,1,6,20,0.0,-11.24,78.04,0.0
2020,1,6,21,0.0,-10.94,77.89,0.0
2020,1,6,22,0.0,-10.64,77.7,0.0
2020,1,6,23,0.0,-10.45,78.23,0.02
2020,1,7,0,0.0,-10.29,78.94,0.11
2020,1,7,1,0.0,-10.09,79.78,0.15
2020,1,7,2,0.0,-9.65,80.17,0.16
2020,1,7,3,0.0,-9.21,80.43,0.1
2020,1,7,4,0.0,-8.9,81.08,0.08
2020,1,7,5,0.0,-8.65,82.07,0.05
2020,1,7,6,0.0,-8.46,83.03,0.05
2020,1,7,7,14.77,-8.42,83.52,0.03
2020,1,7,8,154.52,-7.17,79.76,0.01
2020,1,7,9,320.75,-5.36,75.05,0.0
2020,1,7,10,447.0,-3.68,71.18,0.0
2020,1,7,11,519.72,-2.34,67.19,0.0
2020,1,7,12,522.67,-1.41,64.43,0.0
2020,1,7,13,466.7,-1.03,63.83,0.0
2020,1,7,14,355.67,-1.2,66.18,0.0
2020,1,7,15,206.48,-2.52,77.59,0.0
2020,1,7,16,41.8,-4.97,80.97,0.0
2020,1,7,17,0.0,-8.41,82.98,0.0
2020,1,7,18,0.0,-10.71,88.06,0.0
2020,1,7,19,0.0,-12.01,91.53,0.0
2020,1,7,20,0.0,-12.38,90.76,0.0
2020,1,7,21,0.0,-12.16,86.77,0.0
2020,1,7,22,0.0,-11.75,81.99,0.0
2020,1,7,23,0.0,-11.06,77.45,0.0
2020,1,8,0,0.0,-10.44,75.48,0.0
2020,1,8,1,0.0,-10.06,74.68,0.0
2020,1,8,2,0.0,-10.26,75.51,0.0
2020,1,8,3,0.0,-10.89,75.99,0.0
2020,1,8,4,0.0,-11.2,75.62,0.0
2020,1,8,5,0.0,-11.2,75.08,0.0
2020,1,8,6,0.0,-11.24,74.81,0.0
2020,1,8,7,13.93,-10.97,74.38,0.0
2020,1,8,8,148.05,-7.77,69.63,0.0
2020,1,8,9,315.98,-4.69,67.34,0.0
2020,1,8,10,441.08,-2.14,64.85,0.0
2020,1,8,11,513.53,-0.11,59.56,0.0
2020,1,8,12,511.58,0.39,57.11,0.0
2020,1,8,13,447.75,-0.35,57.58,0.0
2020,1,8,14,341.65,-1.15,62.29,0.0
2020,1,8,15,190.4,-2.69,70.35,0.0
2020,1,8,16,39.53,-5.34,79.71,0.0
2020,1,8,17,0.0,-6.94,82.22,0.0
2020,1,8,18,0.0,-7.58,82.03,0.09
2020,1,8,19,0.0,-8.13,80.91,0.26
2020,1,8,20,0.0,-9.0,81.35,0.45
2020,1,8,21,0.0,-9.64,82.69,0.7
2020,1,8,22,0.0,-9.79,82.95,1.15
2020,1,8,23,0.0,-9.34,82.99,1.58
2020,1,9,0,0.0,-9.13,84.28,1.31
2020,1,9,1,0.0,-9.05,85.3,0.6
2020,1,9,2,0.0,-9.41,85.6,0.31
2020,1,9,3,0.0,-10.16,87.07,0.44
2020,1,9,4,0.0,-10.62,87.5,0.71
2020,1,9,5,0.0,-10.81,85.31,0.25
2020,1,9,6,0.0,-10.83,82.7,0.21
2020,1,9,7,12.32,-10.95,81.75,0.16
2020,1,9,8,132.32,-10.4,84.23,0.07
2020,1,9,9,292.45,-8.64,74.87,0.01
2020,1,9,10,405.27,-7.29,68.94,0.0
2020,1,9,11,487.4,-6.38,66.19,0.03
2020,1,9,12,503.95,-5.8,65.3,0.36
2020,1,9,13,429.17,-5.42,64.93,0.89
2020,1,9,14,307.95,-5.41,65.77,1.06
2020,1,9,15,155.5,-5.88,74.57,0.93
2020,1,9,16,26.58,-7.18,77.73,0.98
2020,1,9,17,0.0,-8.47,80.22,0.98
2020,1,9,18,0.0,-9.37,80.68,0.76
2020,1,9,19,0.0,-10.13,85.42,0.62
2020,1,9,20,0.0,-10.71,89.03,0.6
2020,1,9,21,0.0,-11.3,88.01,0.4
2020,1,9,22,0.0,-12.02,87.12,0.27
2020,1,9,23,0.0,-12.78,87.73,0.25
2020,1,10,0,0.0,-12.92,86.02,0.24
2020,1,10,1,0.0,-12.58,84.52,0.22
2020,1,10,2,0.0,-12.66,83.51,0.14
2020,1,10,3,0.0,-13.8,84.67,0.1
2020,1,10,4,0.0,-16.52,89.96,0.07
2020,1,10,5,0.0,-18.57,94.84,0.15
2020,1,10,6,0.0,-19.59,96.17,0.12
2020,1,10,7,10.52,-19.69,96.11,0.09
2020,1,10,8,102.07,-17.74,84.36,0.05
2020,1,10,9,248.2,-13.0,75.06,0.08
2020,1,10,10,363.1,-9.92,70.4,0.18
2020,1,10,11,453.58,-8.93,68.44,0.55
2020,1,10,12,405.55,-8.65,67.9,2.08
2020,1,10,13,402.3,-8.64,67.84,1.44
2020,1,10,14,311.27,-9.04,68.72,0.31
2020,1,10,15,177.75,-9.83,70.74,0.1
2020,1,10,16,39.38,-11.83,78.47,0.08
2020,1,10,17,0.0,-14.53,87.86,0.19
2020,1,10,18,0.0,-16.02,91.01,0.09
2020,1,10,19,0.0,-17.15,92.68,0.03
2020,1,10,20,0.0,-17.84,90.79,0.02
2020,1,10,21,0.0,-18.41,86.3,0.01
2020,1,10,22,0.0,-18.65,81.46,0.0
2020,1,10,23,0.0,-18.21,78.97,0.0
2020,1,11,0,0.0,-17.48,80.59,0.0
2020,1,11,1,0.0,-16.93,81.44,0.0
2020,1,11,2,0.0,-16.52,81.51,0.0
2020,1,11,3,0.0,-15.94,80.89,0.0
2020,1,11,4,0.0,-15.15,80.67,0.0
2020,1,11,5,0.0,-14.37,82.17,0.0
2020,1,11,6,0.0,-13.78,83.95,0.0
2020,1,11,7,14.2,-13.21,85.48,0.0
2020,1,11,8,146.05,-11.29,82.12,0.01
2020,1,11,9,316.98,-8.77,79.32,0.02
2020,1,11,10,439.23,-5.88,74.09,0.13
2020,1,11,11,503.55,-4.06,70.11,0.39
2020,1,11,12,493.75,-3.85,68.32,0.98
2020,1,11,13,399.0,-4.14,68.68,3.6
2020,1,11,14,247.93,-4.58,69.93,4.3
2020,1,11,15,122.15,-5.62,75.57,2.83
2020,1,11,16,28.1,-7.51,82.74,1.53
2020,1,11,17,0.0,-9.05,83.57,1.16
2020,1,11,18,0.0,-10.83,86.69,1.0
2020,1,11,19,0.0,-12.63,91.49,0.95
2020,1,11,20,0.0,-13.7,94.15,0.63
2020,1,11,21,0.0,-14.63,95.9,0.23
2020,1,11,22,0.0,-15.76,96.9,0.14
2020,1,11,23,0.0,-17.18,98.02,0.18
2020,1,12,0,0.0,-17.85,96.32,0.33
2020,1,12,1,0.0,-17.93,90.74,0.47
2020,1,12,2,0.0,-16.6,85.65,0.85
2020,1,12,3,0.0,-15.8,83.19,1.35
2020,1,12,4,0.0,-15.54,84.11,1.22
2020,1,12,5,0.0,-15.54,85.61,1.07
2020,1,12,6,0.0,-15.73,87.19,0.79
2020,1,12,7,13.73,-15.67,86.74,0.56
2020,1,12,8,137.95,-13.94,80.21,0.36
2020,1,12,9,304.27,-11.41,75.17,0.17
2020,1,12,10,430.38,-9.22,68.78,0.19
2020,1,12,11,498.9,-8.08,64.4,0.19
2020,1,12,12,475.83,-7.57,62.6,0.35
2020,1,12,13,416.48,-7.54,62.4,1.53
2020,1,12,14,326.85,-7.85,63.39,3.26
2020,1,12,15,191.0,-8.47,66.19,2.98
2020,1,12,16,43.67,-9.78,72.62,1.54
2020,1,12,17,0.0,-11.37,81.26,1.09
2020,1,12,18,0.0,-12.05,83.79,1.0
2020,1,12,19,0.0,-12.7,84.99,0.78
2020,1,12,20,0.0,-13.28,86.07,0.55
2020,1,12,21,0.0,-13.76,86.86,0.46
2020,1,12,22,0.0,-14.06,88.01,0.29
2020,1,12,23,0.0,-14.34,88.34,0.15
2020,1,13,0,0.0,-14.66,89.58,0.07
2020,1,13,1,0.0,-14.97,90.1,0.09
2020,1,13,2,0.0,-14.81,89.43,0.12
2020,1,13,3,0.0,-14.15,89.18,0.11
2020,1,13,4,0.0,-13.39,89.64,0.15
2020,1,13,5,0.0,-13.0,90.5,0.13
2020,1,13,6,0.0,-12.9,90.82,0.24
2020,1,13,7,12.88,-12.54,89.55,0.48
2020,1,13,8,129.27,-10.44,81.87,0.83
2020,1,13,9,288.3,-8.32,76.17,1.26
2020,1,13,10,420.33,-6.82,71.45,1.8
2020,1,13,11,481.23,-6.3,68.29,3.17
2020,1,13,12,414.98,-6.43,66.81,4.56
2020,1,13,13,359.8,-6.88,66.2,3.31
2020,1,13,14,273.7,-7.36,68.41,1.7
2020,1,13,15,171.0,-7.79,71.08,1.59
2020,1,13,16,42.45,-8.74,74.57,1.02
2020,1,13,17,0.0,-9.7,77.82,0.4
2020,1,13,18,0.0,-10.24,79.9,0.25
2020,1,13,19,0.0,-10.52,81.01,0.2
2020,1,13,20,0.0,-10.39,81.87,0.16
2020,1,13,21,0.0,-10.05,82.96,0.09
2020,1,13,22,0.0,-9.83,84.83,0.02
2020,1,13,23,0.0,-9.87,86.89,0.0
2020,1,14,0,0.0,-9.92,88.14,0.0
2020,1,14,1,0.0,-9.81,87.72,0.0
2020,1,14,2,0.0,-9.63,86.75,0.0
2020,1,14,3,0.0,-9.53,86.37,0.0
2020,1,14,4,0.0,-9.54,86.0,0.0
2020,1,14,5,0.0,-9.57,85.4,0.0
2020,1,14,6,0.0,-9.69,85.04,0.0
2020,1,14,7,15.0,-9.6,83.49,0.0
2020,1,14,8,156.43,-7.63,75.87,0.0
2020,1,14,9,329.48,-5.38,70.91,0.0
2020,1,14,10,461.27,-3.44,65.27,0.0
2020,1,14,11,539.7,-2.43,63.73,0.0
2020,1,14,12,543.3,-2.19,64.39,0.0
2020,1,14,13,487.58,-2.37,65.78,0.02
2020,1,14,14,375.62,-2.75,67.91,0.01
2020,1,14,15,225.2,-3.45,71.08,0.08
2020,1,14,16,54.45,-5.13,78.05,0.22
2020,1,14,17,0.0,-6.46,82.16,0.18
2020,1,14,18,0.0,-7.08,82.69,0.07
2020,1,14,19,0.0,-7.42,83.1,0.02
2020,1,14,20,0.0,-7.65,83.39,0.27
2020,1,14,21,0.0,-7.85,83.44,0.93
2020,1,14,22,0.0,-8.22,84.74,2.38
2020,1,14,23,0.0,-8.36,85.83,1.11
2020,1,15,0,0.0,-8.33,87.17,2.22
2020,1,15,1,0.0,-8.54,88.48,2.61
2020,1,15,2,0.0,-9.07,89.12,0.23
2020,1,15,3,0.0,-9.71,89.62,0.01
2020,1,15,4,0.0,-10.14,89.59,0.0
2020,1,15,5,0.0,-10.44,89.33,0.0
2020,1,15,6,0.0,-10.73,89.39,0.0
2020,1,15,7,15.98,-10.76,88.73,0.0
2020,1,15,8,163.35,-9.02,81.32,0.0
2020,1,15,9,334.23,-6.7,76.0,0.0
2020,1,15,10,468.62,-4.17,68.64,0.0
2020,1,15,11,550.5,-2.99,65.0,0.0
2020,1,15,12,558.33,-2.44,64.56,0.0
2020,1,15,13,499.55,-2.21,65.82,0.0
2020,1,15,14,387.3,-2.5,68.65,0.0
2020,1,15,15,232.98,-3.46,74.01,0.0
2020,1,15,16,58.62,-6.31,83.34,0.0
2020,1,15,17,0.0,-7.78,81.35,0.0
2020,1,15,18,0.0,-7.7,80.49,0.0
2020,1,15,19,0.0,-8.57,84.93,0.0
2020,1,15,20,0.0,-10.21,91.9,0.0
2020,1,15,21,0.0,-12.66,100.0,0.0
2020,1,15,22,0.0,-15.23,100.0,0.0
2020,1,15,23,0.0,-16.47,100.0,0.0
2020,1,16,0,0.0,-15.73,98.94,0.0
2020,1,16,1,0.0,-15.62,96.47,0.0
2020,1,16,2,0.0,-15.35,92.64,0.0
2020,1,16,3,0.0,-14.79,87.93,0.0
2020,1,16,4,0.0,-13.98,84.14,0.0
2020,1,16,5,0.0,-13.24,80.43,0.0
2020,1,16,6,0.0,-12.57,76.82,0.0
2020,1,16,7,13.45,-11.53,73.5,0.0
2020,1,16,8,116.88,-8.5,69.71,0.0
2020,1,16,9,233.05,-4.53,68.67,0.0
2020,1,16,10,336.42,-2.05,68.38,0.0
2020,1,16,11,387.23,-0.14,66.85,0.0
2020,1,16,12,394.48,0.9,66.58,0.0
2020,1,16,13,337.1,0.66,72.52,0.0
2020,1,16,14,249.77,-0.26,80.01,0.0
2020,1,16,15,140.0,-1.34,83.51,0.0
2020,1,16,16,32.88,-2.97,86.11,0.01
2020,1,16,17,0.0,-4.58,87.16,0.07
2020,1,16,18,0.0,-5.25,87.31,0.21
2020,1,16,19,0.0,-5.49,86.98,0.34
2020,1,16,20,0.0,-5.54,86.37,0.43
2020,1,16,21,0.0,-5.71,86.33,0.34
2020,1,16,22,0.0,-6.02,87.04,0.2
2020,1,16,23,0.0,-6.14,87.53,0.44
2020,1,17,0,0.0,-5.46,86.57,1.45
2020,1,17,1,0.0,-5.31,86.23,0.91
2020,1,17,2,0.0,-5.8,85.92,0.15
2020,1,17,3,0.0,-6.32,85.98,0.07
2020,1,17,4,0.0,-6.79,85.21,0.01
2020,1,17,5,0.0,-7.07,84.24,0.0
2020,1,17,6,0.0,-7.18,84.02,0.0
2020,1,17,7,14.65,-7.1,83.73,0.03
2020,1,17,8,129.93,-5.61,79.82,0.14
2020,1,17,9,251.52,-3.86,73.04,0.27
2020,1,17,10,340.67,-3.42,67.11,1.17
2020,1,17,11,401.67,-3.37,66.23,2.81
2020,1,17,12,416.2,-3.12,66.43,5.74
2020,1,17,13,356.0,-3.65,67.99,5.69
2020,1,17,14,276.75,-5.27,71.29,5.29
2020,1,17,15,175.1,-6.93,74.12,4.36
2020,1,17,16,47.2,-8.63,75.71,4.03
2020,1,17,17,0.0,-9.63,77.34,3.46
2020,1,17,18,0.0,-10.06,77.39,2.99
2020,1,17,19,0.0,-10.52,77.07,2.14
2020,1,17,20,0.0,-11.12,77.06,1.7
2020,1,17,21,0.0,-11.76,77.1,1.19
2020,1,17,22,0.0,-12.36,77.15,0.74
2020,1,17,23,0.0,-12.99,77.71,0.42
2020,1,18,0,0.0,-13.68,79.09,0.17
2020,1,18,1,0.0,-14.29,79.74,0.09
2020,1,18,2,0.0,-15.05,81.37,0.08
2020,1,18,3,0.0,-15.29,79.63,0.04
2020,1,18,4,0.0,-15.11,77.63,0.03
2020,1,18,5,0.0,-15.21,77.69,0.05
2020,1,18,6,0.0,-14.94,76.52,0.0
2020,1,18,7,16.15,-14.72,77.73,0.0
2020,1,18,8,140.27,-13.07,73.85,0.0
2020,1,18,9,274.77,-10.54,68.12,0.0
2020,1,18,10,388.38,-8.25,62.89,0.0
2020,1,18,11,460.42,-6.79,61.72,0.07
2020,1,18,12,456.42,-5.65,63.18,0.59
2020,1,18,13,383.98,-5.2,65.16,0.72
2020,1,18,14,252.7,-5.33,68.57,1.84
2020,1,18,15,163.43,-6.08,73.15,0.54
2020,1,18,16,51.17,-7.85,82.39,0.12
2020,1,18,17,0.0,-9.27,82.62,0.61
2020,1,18,18,0.0,-10.58,82.15,1.59
2020,1,18,19,0.0,-12.42,85.41,0.69
2020,1,18,20,0.0,-14.09,87.9,0.29
2020,1,18,21,0.0,-15.21,88.92,0.19
2020,1,18,22,0.0,-15.28,88.09,0.05
2020,1,18,23,0.0,-13.77,85.42,0.07
2020,1,19,0,0.0,-13.07,84.82,0.28
2020,1,19,1,0.0,-12.64,85.54,0.71
2020,1,19,2,0.0,-12.31,87.39,1.15
2020,1,19,3,0.0,-12.14,88.76,1.2
2020,1,19,4,0.0,-12.07,89.28,1.29
2020,1,19,5,0.0,-12.12,89.71,0.0
2020,1,19,6,0.0,-12.23,90.1,0.0
2020,1,19,7,17.45,-12.04,88.6,0.0
2020,1,19,8,159.8,-9.92,81.28,0.0
2020,1,19,9,308.33,-7.29,76.79,0.0
2020,1,19,10,435.9,-4.42,70.93,0.0
2020,1,19,11,500.25,-2.86,68.6,0.0
2020,1,19,12,522.92,-2.3,67.92,0.0
2020,1,19,13,490.48,-2.36,68.26,0.0
2020,1,19,14,387.08,-2.87,69.84,0.0
2020,1,19,15,240.82,-3.91,74.45,0.0
2020,1,19,16,69.65,-6.67,82.73,0.0
2020,1,19,17,0.0,-9.32,82.59,0.0
2020,1,19,18,0.0,-10.84,89.29,0.0
2020,1,19,19,0.0,-12.41,94.57,0.0
2020,1,19,20,0.0,-13.66,92.96,0.0
2020,1,19,21,0.0,-14.63,88.08,0.0
2020,1,19,22,0.0,-15.06,80.37,0.0
2020,1,19,23,0.0,-14.51,69.01,0.0
2020,1,20,0,0.0,-13.69,60.24,0.0
2020,1,20,1,0.0,-13.86,56.13,0.0
2020,1,20,2,0.0,-14.3,53.18,0.0
2020,1,20,3,0.0,-14.8,50.16,0.0
2020,1,20,4,0.0,-15.52,48.47,0.0
2020,1,20,5,0.0,-15.5,44.72,0.0
2020,1,20,6,0.0,-15.24,40.81,0.0
2020,1,20,7,19.23,-13.82,34.56,0.0
2020,1,20,8,166.07,-9.57,32.58,0.0
2020,1,20,9,326.4,-4.57,30.54,0.0
2020,1,20,10,465.4,-0.77,43.97,0.0
2020,1,20,11,549.25,0.4,52.54,0.0
2020,1,20,12,558.33,1.29,53.01,0.0
2020,1,20,13,434.98,2.03,48.94,0.0
2020,1,20,14,321.73,1.75,53.73,0.0
2020,1,20,15,191.18,0.39,69.5,0.0
2020,1,20,16,48.42,-1.62,56.55,0.0
2020,1,20,17,0.0,-2.39,38.7,0.0
2020,1,20,18,0.0,-3.08,38.07,0.0
2020,1,20,19,0.0,-4.87,44.01,0.0
2020,1,20,20,0.0,-6.75,51.03,0.0
2020,1,20,21,0.0,-8.08,63.22,0.02
2020,1,20,22,0.0,-7.62,67.15,0.15
2020,1,20,23,0.0,-6.87,66.21,0.53
2020,1,21,0,0.0,-6.16,66.65,1.21
2020,1,21,1,0.0,-5.32,70.75,0.74
2020,1,21,2,0.0,-4.92,74.82,0.14
2020,1,21,3,0.0,-4.38,77.61,0.05
2020,1,21,4,0.0,-3.9,80.68,0.16
2020,1,21,5,0.0,-4.43,83.26,0.15
2020,1,21,6,0.0,-5.39,85.34,0.27
2020,1,21,7,11.32,-5.27,85.62,0.45
2020,1,21,8,94.95,-3.18,83.58,0.67
2020,1,21,9,202.55,-0.97,83.38,1.57
2020,1,21,10,297.85,0.04,84.48,1.9
2020,1,21,11,351.38,0.98,84.72,1.23
2020,1,21,12,230.15,1.29,84.93,0.54
2020,1,21,13,214.38,1.14,87.47,0.44
2020,1,21,14,165.62,0.86,89.02,0.37
2020,1,21,15,95.62,0.4,89.65,0.44
2020,1,21,16,36.88,-0.74,90.01,0.45
2020,1,21,17,0.0,-2.33,89.72,0.52
2020,1,21,18,0.0,-3.62,91.5,0.4
2020,1,21,19,0.0,-4.48,93.84,0.36
2020,1,21,20,0.0,-4.85,94.03,0.39
2020,1,21,21,0.0,-5.89,93.34,0.39
2020,1,21,22,0.0,-6.47,91.08,0.38
2020,1,21,23,0.0,-6.67,88.42,0.47
2020,1,22,0,0.0,-6.86,86.87,0.51
2020,1,22,1,0.0,-6.99,86.51,0.48
2020,1,22,2,0.0,-7.51,88.41,0.45
2020,1,22,3,0.0,-7.86,88.96,0.37
2020,1,22,4,0.0,-8.13,89.24,0.37
2020,1,22,5,0.0,-8.39,89.05,1.9
2020,1,22,6,0.0,-8.35,88.41,1.54
2020,1,22,7,12.68,-7.62,85.11,1.82
2020,1,22,8,96.03,-6.62,81.96,1.74
2020,1,22,9,209.02,-5.34,79.84,1.62
2020,1,22,10,308.08,-4.01,77.02,2.57
2020,1,22,11,366.42,-3.3,73.97,3.34
2020,1,22,12,347.73,-3.09,71.44,4.22
2020,1,22,13,357.65,-2.97,69.51,4.53
2020,1,22,14,274.27,-3.04,70.65,2.96
2020,1,22,15,183.98,-3.43,74.78,1.23
2020,1,22,16,57.33,-5.05,84.17,2.56
2020,1,22,17,0.0,-6.33,87.07,2.35
2020,1,22,18,0.0,-7.04,88.29,1.89
2020,1,22,19,0.0,-7.59,88.79,1.42
